bucket,bucket_rank,code,name,owner_earnback_years,market_profit_payback_years,liquidation_discount_ratio,discounted_detachable_net_cash,market_cap,owner_result
profit_cheap,1,03662.HK,STARJOY W&T,-8.721469255474139,11.761303584032035,0.42581333379046965,414776150.0,238166397.5766487,/root/aicode/stock_report/data/analysis/owner_earnback/03662.HK/2025-12-31/result.json
profit_cheap,2,00717.HK,EMPEROR CAPITAL,-7.5951754,10.2797896,0.425,714998600.0,411191584.0,/root/aicode/stock_report/data/analysis/owner_earnback/00717.HK/2025-12-31/result.json
profit_cheap,3,00606.HK,SCE CM,-7.483310789001847,13.804547610998153,0.5420902672787896,638635752.0,414136428.3299446,/root/aicode/stock_report/data/analysis/owner_earnback/00606.HK/2025-12-31/result.json
profit_cheap,4,01260.HK,WONDERFUL SKY,-7.4449869444444445,12.63400888888889,0.5892814394797534,722843850.0,454824320.0,/root/aicode/stock_report/data/analysis/owner_earnback/01260.HK/2025-12-31/result.json
profit_cheap,5,00882.HK,TIANJIN DEV,-6.926978490956072,11.476145281653748,0.6035980131786789,3561004450,2220634112,/root/aicode/stock_report/data/analysis/owner_earnback/00882.HK/2025-12-31/result.json
profit_cheap,6,02210.HK,BEIJING JIAYE,-6.376394224038442,6.101505775961558,1.0450525588552055,486638100.0,237958725.26250076,/root/aicode/stock_report/data/analysis/owner_earnback/02210.HK/2025-12-31/result.json
profit_cheap,7,02222.HK,NVC INTL,-5.89370756842305,8.757928795213315,0.6729556361773344,72525600.0,43351747.536305904,/root/aicode/stock_report/data/analysis/owner_earnback/02222.HK/2025-12-31/result.json
profit_cheap,8,00380.HK,CHINA PIPE,-4.31,5.64,0.7644,275031420.0,155875120.0,/root/aicode/stock_report/data/analysis/owner_earnback/00380.HK/2025-12-31/result.json
profit_cheap,9,01416.HK,CTR HOLDINGS,-3.3832243592285254,8.510621794617629,0.3975296330719546,57982500,41489281.24876094,/root/aicode/stock_report/data/analysis/owner_earnback/01416.HK/2025-12-31/result.json
profit_cheap,10,01556.HK,CHINNEY KW,-2.4994518241347055,5.144995322731525,0.48580254545454543,612893550.0,412500000.0,/root/aicode/stock_report/data/analysis/owner_earnback/01556.HK/2025-12-31/result.json
profit_cheap,11,01527.HK,TENGY ENV,-2.217308411304594,5.127465914829061,0.4324370456412584,272024400.0,189903144.64867115,/root/aicode/stock_report/data/analysis/owner_earnback/01527.HK/2025-12-31/result.json
profit_cheap,12,08373.HK,INDIGO STAR,-1.8389140238763386,7.0713723128805865,0.2600505167189027,5725750.0,4544063.848257065,/root/aicode/stock_report/data/analysis/owner_earnback/08373.HK/2025-12-31/result.json
profit_cheap,13,09909.HK,POWERLONG CM,-0.31819599252043756,7.941943164670198,0.0400643242212512,1234890704,1187320503.1181946,/root/aicode/stock_report/data/analysis/owner_earnback/09909.HK/2025-12-31/result.json
profit_cheap,14,01627.HK,ABLE ENG HLDGS,0.476169,8.080808,-0.058926,941074100.0,1000000000.0,/root/aicode/stock_report/data/analysis/owner_earnback/01627.HK/2025-12-31/result.json
profit_cheap,15,02165.HK,LING YUE SER GP,0.49300465993836456,6.877634180130808,-0.07168154052829608,363908600.0,392008363.32149696,/root/aicode/stock_report/data/analysis/owner_earnback/02165.HK/2025-12-31/result.json
profit_cheap,16,00366.HK,LUKS GROUP (VN),1.0532595714285713,9.47755123809524,-0.11113203284088324,353820250,398057152,/root/aicode/stock_report/data/analysis/owner_earnback/00366.HK/2025-12-31/result.json
