rank,code,name,market,return_pct,start_date,start_price,end_date,end_price,source
147,02227.HK,守益控股,HK,203.03031671364673,2025-08-01,0.0989999994635582,2026-07-31,0.30000001192092896,Yahoo Finance chart adjclose
148,01941.HK,烨星集团,HK,202.85713166606652,2025-08-01,0.17499999701976776,2026-07-31,0.5299999713897705,Yahoo Finance chart adjclose
149,688309.SH,恒誉环保,A,201.9520196138787,2025-07-31,21.23516273498535,2026-07-31,64.12000274658203,Yahoo Finance yfinance auto_adjust=True
150,301200.SZ,大族数控,A,201.48047346799362,2025-07-31,77.28527069091797,2026-07-31,233.0,Yahoo Finance yfinance auto_adjust=True
151,600487.SH,亨通光电,A,199.61360820272662,2025-07-31,15.890466690063477,2026-07-31,47.61000061035156,Yahoo Finance yfinance auto_adjust=True
152,002428.SZ,云南锗业,A,198.51207788629335,2025-07-31,22.427902221679688,2026-07-31,66.94999694824219,Yahoo Finance yfinance auto_adjust=True
153,688167.SH,炬光科技,A,197.21696025676553,2025-07-31,59.027587890625,2026-07-31,175.44000244140625,Yahoo Finance yfinance auto_adjust=True
154,01888.HK,建滔积层板,HK,196.36797961006067,2025-08-01,9.926848411560059,2026-07-31,29.420000076293945,Yahoo Finance chart adjclose
155,605298.SH,必得科技,A,196.11835790915512,2025-07-31,15.027774810791016,2026-07-31,44.5,Yahoo Finance yfinance auto_adjust=True
156,300666.SZ,江丰电子,A,194.12969866855084,2025-07-31,69.15996551513672,2026-07-31,203.4199981689453,Yahoo Finance yfinance auto_adjust=True
157,300502.SZ,新易盛,A,193.54718815609485,2025-07-31,134.90505981445312,2026-07-31,396.010009765625,Yahoo Finance yfinance auto_adjust=True
158,002384.SZ,东山精密,A,193.17830536269202,2025-07-31,58.4900016784668,2026-07-31,171.47999572753906,Yahoo Finance yfinance auto_adjust=True
159,688233.SH,神工股份,A,190.99246360116112,2025-07-31,32.10736083984375,2026-07-31,93.43000030517578,Yahoo Finance yfinance auto_adjust=True
160,688025.SH,杰普特,A,190.80811947916337,2025-07-31,95.5956802368164,2026-07-31,278.0,Yahoo Finance yfinance auto_adjust=True
161,688028.SH,沃尔德,A,190.74209594599466,2025-07-31,23.219892501831055,2026-07-31,67.51000213623047,Yahoo Finance yfinance auto_adjust=True
162,000711.SZ,ST京蓝,A,189.8203758661858,2025-07-31,1.6699999570846558,2026-07-31,4.840000152587891,Yahoo Finance yfinance auto_adjust=True
163,688669.SH,聚石化学,A,188.66995407141906,2025-07-31,20.299999237060547,2026-07-31,58.599998474121094,Yahoo Finance yfinance auto_adjust=True
164,08100.HK,名科国际,HK,188.1355945045528,2025-08-01,0.11800000071525574,2026-07-31,0.3400000035762787,Yahoo Finance chart adjclose
165,300179.SZ,四方达,A,187.8454214168253,2025-07-31,10.255504608154297,2026-07-31,29.520000457763672,Yahoo Finance yfinance auto_adjust=True
166,000609.SZ,ST中迪,A,187.42138841032317,2025-07-31,3.180000066757202,2026-07-31,9.140000343322754,Yahoo Finance yfinance auto_adjust=True
