rank,code,name,market,return_pct,start_date,start_price,end_date,end_price,source
39,01630.HK,建成控股,HK,466.0377650254139,2025-08-01,0.05299999937415123,2026-07-31,0.30000001192092896,Yahoo Finance chart adjclose
40,08247.HK,中生北控生物科技,HK,451.7241620280378,2025-08-01,0.5799999833106995,2026-07-31,3.200000047683716,Yahoo Finance chart adjclose
41,02427.HK,GUANZE MEDICAL,HK,451.7241568306443,2025-08-01,0.4350000023841858,2026-07-31,2.4000000953674316,Yahoo Finance chart adjclose
42,08448.HK,环球印馆,HK,426.7856746094732,2025-08-01,0.2240000069141388,2026-07-31,1.1799999475479126,Yahoo Finance chart adjclose
43,01657.HK,桦欣控股,HK,421.8068473815104,2025-08-01,9.630000114440918,2026-07-31,50.25,Yahoo Finance chart adjclose
44,02372.HK,伟立控股,HK,394.9999973922968,2025-08-01,0.20000000298023224,2026-07-31,0.9900000095367432,Yahoo Finance chart adjclose
45,03938.HK,LFG投资控股,HK,389.2307974459867,2025-08-01,0.6499999761581421,2026-07-31,3.180000066757202,Yahoo Finance chart adjclose
46,08237.HK,华星控股,HK,387.6847477949034,2025-08-01,0.2029999941587448,2026-07-31,0.9900000095367432,Yahoo Finance chart adjclose
47,01653.HK,MOS HOUSE,HK,380.0,2025-08-01,0.32499998807907104,2026-07-31,1.559999942779541,Yahoo Finance chart adjclose
48,06162.HK,天瑞汽车内饰,HK,369.56522753198095,2025-08-01,0.11500000208616257,2026-07-31,0.5400000214576721,Yahoo Finance chart adjclose
49,08431.HK,浩柏国际,HK,362.7450861228697,2025-08-01,0.2549999952316284,2026-07-31,1.1799999475479126,Yahoo Finance chart adjclose
50,02113.HK,世纪集团国际,HK,360.465098146235,2025-08-01,0.0430000014603138,2026-07-31,0.1979999989271164,Yahoo Finance chart adjclose
51,02310.HK,时代环球集团,HK,358.97436264821516,2025-08-01,0.039000000804662704,2026-07-31,0.17900000512599945,Yahoo Finance chart adjclose
52,02515.HK,天津建发,HK,354.9019562011037,2025-08-01,0.5099999904632568,2026-07-31,2.319999933242798,Yahoo Finance chart adjclose
53,02270.HK,德商产投服务,HK,349.101807948119,2025-08-01,1.6699999570846558,2026-07-31,7.5,Yahoo Finance chart adjclose
54,01780.HK,荣尊国际控股,HK,347.1004441258485,2025-08-01,0.9751724004745483,2026-07-31,4.360000133514404,Yahoo Finance chart adjclose
55,08120.HK,国农金融投资,HK,330.0000190734863,2025-08-01,0.5,2026-07-31,2.1500000953674316,Yahoo Finance chart adjclose
56,09747.HK,XL二南三星-U,HK,320.0636668700311,2025-08-01,1.5700000524520874,2026-07-30,6.59499979019165,Yahoo Finance chart adjclose
57,08365.HK,亦辰集团,HK,319.9999809265137,2025-08-01,0.25,2026-07-31,1.0499999523162842,Yahoo Finance chart adjclose
58,07747.HK,XL二南三星,HK,319.5634762007373,2025-08-01,12.369999885559082,2026-07-30,51.900001525878906,Yahoo Finance chart adjclose
59,01710.HK,致丰工业电子,HK,317.64015403204337,2025-08-01,0.15563637018203735,2026-07-31,0.6499999761581421,Yahoo Finance chart adjclose
60,02370.HK,力高健康生活,HK,311.11110007321435,2025-08-01,0.27000001072883606,2026-07-31,1.1100000143051147,Yahoo Finance chart adjclose
61,01703.HK,维力生活科技,HK,304.16668762142507,2025-08-01,0.47999998927116394,2026-07-31,1.940000057220459,Yahoo Finance chart adjclose
62,03460.HK,华夏SOL,HK,302.679080553528,2025-11-17,0.7315999865531921,2026-07-30,2.946000099182129,Yahoo Finance chart adjclose
63,06696.HK,多想云,HK,297.2972999096265,2025-08-01,0.7400000095367432,2026-07-31,2.940000057220459,Yahoo Finance chart adjclose
64,01473.HK,环联连讯,HK,296.0297901561944,2025-08-01,0.3181578814983368,2026-07-31,1.2599999904632568,Yahoo Finance chart adjclose
65,08439.HK,新百利融资,HK,293.85788089026335,2025-08-01,0.30467844009399414,2026-07-31,1.2000000476837158,Yahoo Finance chart adjclose
66,01300.HK,俊知集团,HK,284.61539872299335,2025-08-01,0.32499998807907104,2026-07-31,1.25,Yahoo Finance chart adjclose
67,01410.HK,安领国际,HK,280.09048443540007,2025-08-01,0.22100000083446503,2026-07-31,0.8399999737739563,Yahoo Finance chart adjclose
68,01020.HK,赛伯乐国际控股,HK,273.68420949437945,2025-08-01,0.05700000002980232,2026-07-31,0.21299999952316284,Yahoo Finance chart adjclose
69,02197.HK,三叶草生物-B,HK,270.3703556531747,2025-08-01,0.5400000214576721,2026-07-31,2.0,Yahoo Finance chart adjclose
70,01028.HK,千百度,HK,262.3188366152481,2025-08-01,0.2070000022649765,2026-07-31,0.75,Yahoo Finance chart adjclose
71,06869.HK,长飞光纤光缆,HK,260.9522418876789,2025-08-01,26.804100036621094,2026-07-31,96.75,Yahoo Finance chart adjclose
72,01429.HK,天任集团,HK,252.3809616730598,2025-08-01,0.041999999433755875,2026-07-31,0.14800000190734863,Yahoo Finance chart adjclose
73,02330.HK,中国上城,HK,252.04082431705353,2025-08-01,0.09799999743700027,2026-07-31,0.3449999988079071,Yahoo Finance chart adjclose
74,01087.HK,威讯控股,HK,242.59258339434533,2025-08-01,0.5400000214576721,2026-07-31,1.850000023841858,Yahoo Finance chart adjclose
75,01557.HK,剑虹集团控股,HK,241.61491752484864,2025-08-01,0.16099999845027924,2026-07-31,0.550000011920929,Yahoo Finance chart adjclose
76,01348.HK,滉达富控股,HK,235.2112643540415,2025-08-01,0.07100000232458115,2026-07-31,0.23800000548362732,Yahoo Finance chart adjclose
